libro,termino,frecuencia
Navy Day,photographs,1
Navy Day,mighty,1
Navy Day,landing,1
Navy Day,lake,1
Navy Day,erie,1
Navy Day,grinning,1
Navy Day,making,1
Navy Day,mock,1
Navy Day,beachhead,1
Navy Day,attacks,1
Navy Day,coney,1
Navy Day,island,1
Navy Day,wore,1
Navy Day,buzzing,1
Navy Day,black,1
Navy Day,waist,1
Navy Day,walked,1
Navy Day,bosom,1
Navy Day,quiet,1
Navy Day,atlantic,1
Navy Day,biblical,1
Navy Day,prophet,1
Navy Day,carried,1
Navy Day,thousands,1
Navy Day,releases,1
Navy Day,poured,1
Navy Day,unending,1
Navy Day,flow,1
Navy Day,building,1
Navy Day,cards,1
Navy Day,letters,2
Navy Day,telegrams,1
Navy Day,packages,1
Navy Day,descended,1
Navy Day,washington,1
Navy Day,overwhelming,1
Navy Day,torrent,1
Navy Day,department,2
Navy Day,unhappy,2
Navy Day,recipient,1
Navy Day,deprecatory,1
Navy Day,vast,1
Navy Day,quantity,1
Navy Day,little,1
Navy Day,cardboard,1
Navy Day,people,2
Navy Day,representatives,1
Navy Day,listened,1
Navy Day,closely,1
Navy Day,election,1
Navy Day,year,1
Navy Day,doubt,1
Navy Day,decision,2
Navy Day,particularly,1
Navy Day,reduction,1
Navy Day,budget,1
Navy Day,considered,1
Navy Day,took,1
Navy Day,months,1
Navy Day,collective,1
Navy Day,mind,1
Navy Day,pro,1
Navy Day,novelty,1
Navy Day,idea,1
Navy Day,fired,1
Navy Day,imaginations,1
Navy Day,final,2
Navy Day,vote,2
Navy Day,lower,1
Navy Day,house,1
Navy Day,amendment,1
Navy Day,passed,2
Navy Day,ratification,1
Navy Day,votes,1
Navy Day,certain,1
Navy Day,follow,1
Navy Day,fought,1
Navy Day,ditch,1
Navy Day,battle,1
Navy Day,balloting,1
Navy Day,pretty,1
Navy Day,sure,1
Navy Day,wet,1
Navy Day,soon,1
Navy Day,ancient,1
Navy Day,history,1
Navy Day,reason,1
Navy Day,admirals,1
Navy Day,requested,1
Navy Day,opportunity,1
Navy Day,address,1
Navy Day,patronizingly,1
Navy Day,granted,1
Navy Day,permission,1
Navy Day,doomed,1
Navy Day,allowed,1
Navy Day,recovered,1
Navy Day,choleric,1
Navy Day,attack,3
Navy Day,appointed,1
Navy Day,speaker,1
Navy Day,fighting,1
Navy Day,tradition,1
Navy Day,damn,1
Navy Day,torpedoes,1
Navy Day,sail,2
Navy Day,straight,1
Navy Day,ahead,1
Navy Day,enemy's,1
Navy Day,necessary,1
Navy Day,stabbed,1
Navy Day,suffered,1
Navy Day,second,1
Navy Day,pearl,1
Navy Day,harbor,1
Navy Day,sneak,1
Navy Day,relinquished,1
Navy Day,rights,1
Navy Day,fair,1
Navy Day,treatment,1
Navy Day,counter,1
Navy Day,attacking,2
Navy Day,worn,1
Navy Day,mixed,1
Navy Day,metaphors,1
Navy Day,mopped,1
Navy Day,brow,1
Navy Day,working,1
Navy Day,night,1
Navy Day,perfection,1
Navy Day,device,3
Navy Day,hoped,1
Navy Day,forced,1
Navy Day,having,1
Navy Day,trials,1
Navy Day,days,1
Navy Day,ago,1
Navy Day,significance,1
Navy Day,underestimated,1
Navy Day,positive,1
Navy Day,demanding,1
Navy Day,abolished,1
Navy Day,hand,1
Navy Day,window,1
Navy Day,bellowed,1
Navy Day,word,1
Navy Day,blinked,1
Navy Day,rubbed,1
Navy Day,eyes,1
Navy Day,kept,1
Navy Day,sailing,1
Navy Day,majestically,1
Navy Day,middle,1
Navy Day,constitution,1
Navy Day,avenue,1
Navy Day,battleship,1
Navy Day,missouri,1
Navy Day,voice,1
Navy Day,rang,1
Navy Day,trumpet,1
Navy Day,victory,1
Navy Day,mark,1
Navy Day,debinder,1
Navy Day,temporarily,1
Navy Day,lessens,1
Navy Day,binding,1
Navy Day,energies,1
Navy Day,hold,1
Navy Day,molecules,1
Navy Day,matter,1
Navy Day,solids,1
Navy Day,liquids,1
Navy Day,ship,1
Navy Day,equipped,1
Navy Day,awaits,1
2 B R 0 2 B,perfectly,2
2 B R 0 2 B,swell,1
2 B R 0 2 B,prisons,1
2 B R 0 2 B,slums,1
2 B R 0 2 B,insane,1
2 B R 0 2 B,asylums,1
2 B R 0 2 B,cripples,1
2 B R 0 2 B,poverty,1
2 B R 0 2 B,wars,1
2 B R 0 2 B,diseases,1
2 B R 0 2 B,conquered,1
2 B R 0 2 B,old,10
2 B R 0 2 B,age,3
2 B R 0 2 B,death,2
2 B R 0 2 B,barring,1
2 B R 0 2 B,accidents,1
2 B R 0 2 B,adventure,1
2 B R 0 2 B,volunteers,3
2 B R 0 2 B,population,6
2 B R 0 2 B,united,1
2 B R 0 2 B,states,1
2 B R 0 2 B,stabilized,1
2 B R 0 2 B,million,1
2 B R 0 2 B,souls,1
2 B R 0 2 B,bright,1
2 B R 0 2 B,morning,1
2 B R 0 2 B,chicago,3
2 B R 0 2 B,lying,1
2 B R 0 2 B,hospital,3
2 B R 0 2 B,named,1
2 B R 0 2 B,edward,2
2 B R 0 2 B,wehling,22
2 B R 0 2 B,waited,2
2 B R 0 2 B,wife,2
2 B R 0 2 B,birth,1
2 B R 0 2 B,waiting,5
2 B R 0 2 B,people,13
2 B R 0 2 B,born,5
2 B R 0 2 B,mere,1
2 B R 0 2 B,stripling,1
2 B R 0 2 B,average,1
2 B R 0 2 B,rays,1
2 B R 0 2 B,revealed,1
2 B R 0 2 B,triplets,7
2 B R 0 2 B,children,2
2 B R 0 2 B,young,2
2 B R 0 2 B,hunched,1
2 B R 0 2 B,chair,1
2 B R 0 2 B,head,5
2 B R 0 2 B,hand,2
2 B R 0 2 B,rumpled,1
2 B R 0 2 B,colorless,1
2 B R 0 2 B,virtually,1
2 B R 0 2 B,invisible,2
2 B R 0 2 B,camouflage,1
2 B R 0 2 B,perfect,1
2 B R 0 2 B,disorderly,1
2 B R 0 2 B,demoralized,1
2 B R 0 2 B,air,2
2 B R 0 2 B,chairs,1
2 B R 0 2 B,ashtrays,1
2 B R 0 2 B,moved,3
2 B R 0 2 B,away,1
2 B R 0 2 B,walls,1
2 B R 0 2 B,floor,1
2 B R 0 2 B,paved,1
2 B R 0 2 B,spattered,1
2 B R 0 2 B,dropcloths,2
2 B R 0 2 B,redecorated,2
2 B R 0 2 B,memorial,1
2 B R 0 2 B,volunteered,1
2 B R 0 2 B,die,3
2 B R 0 2 B,sardonic,1
2 B R 0 2 B,years,4
2 B R 0 2 B,sat,2
2 B R 0 2 B,stepladder,2
2 B R 0 2 B,painting,1
2 B R 0 2 B,mural,6
2 B R 0 2 B,did,3
2 B R 0 2 B,days,2
2 B R 0 2 B,aged,1
2 B R 0 2 B,visibly,1
2 B R 0 2 B,guessed,1
2 B R 0 2 B,thirty,1
2 B R 0 2 B,aging,2
2 B R 0 2 B,touched,1
2 B R 0 2 B,cure,1
2 B R 0 2 B,working,1
2 B R 0 2 B,depicted,1
2 B R 0 2 B,neat,1
2 B R 0 2 B,garden,5
2 B R 0 2 B,women,3
2 B R 0 2 B,white,3
2 B R 0 2 B,doctors,1
2 B R 0 2 B,nurses,1
2 B R 0 2 B,turned,1
2 B R 0 2 B,soil,1
2 B R 0 2 B,planted,1
2 B R 0 2 B,seedlings,1
2 B R 0 2 B,sprayed,1
2 B R 0 2 B,bugs,1
2 B R 0 2 B,spread,1
2 B R 0 2 B,fertilizer,1
2 B R 0 2 B,purple,6
2 B R 0 2 B,uniforms,1
2 B R 0 2 B,pulled,1
2 B R 0 2 B,weeds,1
2 B R 0 2 B,cut,1
2 B R 0 2 B,plants,1
2 B R 0 2 B,sickly,1
2 B R 0 2 B,raked,1
2 B R 0 2 B,leaves,1
2 B R 0 2 B,carried,1
2 B R 0 2 B,refuse,1
2 B R 0 2 B,trash,2
2 B R 0 2 B,burners,1
2 B R 0 2 B,medieval,1
2 B R 0 2 B,holland,1
2 B R 0 2 B,japan,1
2 B R 0 2 B,formal,1
2 B R 0 2 B,better,2
2 B R 0 2 B,tended,1
2 B R 0 2 B,plant,1
2 B R 0 2 B,loam,1
2 B R 0 2 B,light,1
2 B R 0 2 B,water,2
2 B R 0 2 B,nourishment,1
2 B R 0 2 B,use,1
2 B R 0 2 B,orderly,11
2 B R 0 2 B,corridor,1
2 B R 0 2 B,singing,1
2 B R 0 2 B,breath,2
2 B R 0 2 B,popular,1
2 B R 0 2 B,song,1
2 B R 0 2 B,kisses,1
2 B R 0 2 B,honey,1
2 B R 0 2 B,here's,1
2 B R 0 2 B,i'll,2
2 B R 0 2 B,girl,1
2 B R 0 2 B,kiss,2
2 B R 0 2 B,sad,1
2 B R 0 2 B,world,3
2 B R 0 2 B,toodle,1
2 B R 0 2 B,want,5
2 B R 0 2 B,lovin,1
2 B R 0 2 B,space,1
2 B R 0 2 B,planet,5
2 B R 0 2 B,let,3
2 B R 0 2 B,sweet,1
2 B R 0 2 B,baby,2
2 B R 0 2 B,place,1
2 B R 0 2 B,muralist,1
2 B R 0 2 B,looks,4
2 B R 0 2 B,real,1
2 B R 0 2 B,practically,1
2 B R 0 2 B,imagine,1
2 B R 0 2 B,standing,1
2 B R 0 2 B,middle,1
2 B R 0 2 B,makes,1
2 B R 0 2 B,painter,14
2 B R 0 2 B,gave,4
2 B R 0 2 B,satiric,1
2 B R 0 2 B,smile,2
2 B R 0 2 B,called,4
2 B R 0 2 B,happy,10
2 B R 0 2 B,life,6
2 B R 0 2 B,know,5
2 B R 0 2 B,good,7
2 B R 0 2 B,hitz,21
2 B R 0 2 B,referring,1
2 B R 0 2 B,male,1
2 B R 0 2 B,figures,2
2 B R 0 2 B,portrait,4
2 B R 0 2 B,benjamin,1
2 B R 0 2 B,hospital's,1
2 B R 0 2 B,chief,1
2 B R 0 2 B,obstetrician,1
2 B R 0 2 B,blindingly,1
2 B R 0 2 B,handsome,1
2 B R 0 2 B,lot,3
2 B R 0 2 B,faces,2
2 B R 0 2 B,meant,1
2 B R 0 2 B,blank,1
2 B R 0 2 B,blanks,1
2 B R 0 2 B,filled,1
2 B R 0 2 B,portraits,1
2 B R 0 2 B,important,1
2 B R 0 2 B,staff,1
2 B R 0 2 B,office,1
2 B R 0 2 B,federal,4
2 B R 0 2 B,bureau,4
2 B R 0 2 B,termination,4
2 B R 0 2 B,nice,1
2 B R 0 2 B,able,1
2 B R 0 2 B,make,2
2 B R 0 2 B,pictures,1
2 B R 0 2 B,painter's,1
2 B R 0 2 B,face,1
2 B R 0 2 B,curdled,1
2 B R 0 2 B,scorn,1
2 B R 0 2 B,proud,1
2 B R 0 2 B,daub,1
2 B R 0 2 B,idea,2
2 B R 0 2 B,what's,2
2 B R 0 2 B,gestured,2
2 B R 0 2 B,foul,1
2 B R 0 2 B,dropcloth,1
2 B R 0 2 B,picture,6
2 B R 0 2 B,frame,1
2 B R 0 2 B,you'll,1
2 B R 0 2 B,damn,1
2 B R 0 2 B,sight,1
2 B R 0 2 B,honest,1
2 B R 0 2 B,gloomy,1
2 B R 0 2 B,duck,1
2 B R 0 2 B,crime,1
2 B R 0 2 B,shrugged,1
2 B R 0 2 B,grandpa,2
2 B R 0 2 B,finished,1
2 B R 0 2 B,trick,1
2 B R 0 2 B,telephone,5
2 B R 0 2 B,number,6
2 B R 0 2 B,live,6
2 B R 0 2 B,supposed,3
2 B R 0 2 B,zero,1
2 B R 0 2 B,pronounced,1
2 B R 0 2 B,naught,1
2 B R 0 2 B,institution,1
2 B R 0 2 B,fanciful,1
2 B R 0 2 B,sobriquets,1
2 B R 0 2 B,included,1
2 B R 0 2 B,automat,1
2 B R 0 2 B,birdland,1
2 B R 0 2 B,cannery,1
2 B R 0 2 B,catbox,4
2 B R 0 2 B,louser,1
2 B R 0 2 B,easy,2
2 B R 0 2 B,mother,2
2 B R 0 2 B,hooligan,3
2 B R 0 2 B,quick,1
2 B R 0 2 B,lucky,1
2 B R 0 2 B,pierre,1
2 B R 0 2 B,sheepdip,2
2 B R 0 2 B,waring,1
2 B R 0 2 B,blendor,1
2 B R 0 2 B,weep,1
2 B R 0 2 B,worry,1
2 B R 0 2 B,municipal,2
2 B R 0 2 B,gas,4
2 B R 0 2 B,chambers,2
2 B R 0 2 B,thumbed,1
2 B R 0 2 B,nose,1
2 B R 0 2 B,decide,2
2 B R 0 2 B,yourselfer,1
2 B R 0 2 B,messy,1
2 B R 0 2 B,business,2
2 B R 0 2 B,little,3
2 B R 0 2 B,consideration,1
2 B R 0 2 B,clean,2
2 B R 0 2 B,expressed,1
2 B R 0 2 B,obscenity,1
2 B R 0 2 B,lack,1
2 B R 0 2 B,concern,1
2 B R 0 2 B,tribulations,1
2 B R 0 2 B,survivors,1
2 B R 0 2 B,deal,1
2 B R 0 2 B,mess,1
2 B R 0 2 B,ask,1
2 B R 0 2 B,laughed,1
2 B R 0 2 B,father,3
2 B R 0 2 B,mumbled,1
2 B R 0 2 B,raising,1
2 B R 0 2 B,fell,2
2 B R 0 2 B,silent,1
2 B R 0 2 B,coarse,1
2 B R 0 2 B,formidable,1
2 B R 0 2 B,woman,3
2 B R 0 2 B,strode,1
2 B R 0 2 B,spike,1
2 B R 0 2 B,heels,1
2 B R 0 2 B,shoes,2
2 B R 0 2 B,stockings,1
2 B R 0 2 B,trench,1
2 B R 0 2 B,coat,1
2 B R 0 2 B,bag,2
2 B R 0 2 B,overseas,1
2 B R 0 2 B,cap,1
2 B R 0 2 B,color,1
2 B R 0 2 B,grapes,1
2 B R 0 2 B,judgment,1
2 B R 0 2 B,medallion,1
2 B R 0 2 B,musette,1
2 B R 0 2 B,seal,1
2 B R 0 2 B,service,2
2 B R 0 2 B,division,1
2 B R 0 2 B,eagle,1
2 B R 0 2 B,perched,1
2 B R 0 2 B,turnstile,1
2 B R 0 2 B,facial,1
2 B R 0 2 B,hair,1
2 B R 0 2 B,unmistakable,1
2 B R 0 2 B,mustache,1
2 B R 0 2 B,fact,1
2 B R 0 2 B,curious,1
2 B R 0 2 B,chamber,2
2 B R 0 2 B,hostesses,1
2 B R 0 2 B,matter,1
2 B R 0 2 B,lovely,1
2 B R 0 2 B,feminine,1
2 B R 0 2 B,recruited,1
2 B R 0 2 B,sprouted,1
2 B R 0 2 B,mustaches,1
2 B R 0 2 B,depend,1
2 B R 0 2 B,pose,1
2 B R 0 2 B,name's,1
2 B R 0 2 B,leora,7
2 B R 0 2 B,duncan,12
2 B R 0 2 B,dunk,1
2 B R 0 2 B,skip,1
2 B R 0 2 B,sure,2
2 B R 0 2 B,beautiful,1
2 B R 0 2 B,just,5
2 B R 0 2 B,heaven,1
2 B R 0 2 B,took,2
2 B R 0 2 B,list,2
2 B R 0 2 B,names,1
2 B R 0 2 B,smock,1
2 B R 0 2 B,pocket,1
2 B R 0 2 B,scanning,1
2 B R 0 2 B,yes,1
2 B R 0 2 B,entitled,1
2 B R 0 2 B,immortalized,1
2 B R 0 2 B,faceless,2
2 B R 0 2 B,body,3
2 B R 0 2 B,you'd,1
2 B R 0 2 B,stick,1
2 B R 0 2 B,we've,2
2 B R 0 2 B,got,2
2 B R 0 2 B,choice,1
2 B R 0 2 B,ones,1
2 B R 0 2 B,studied,1
2 B R 0 2 B,bleakly,1
2 B R 0 2 B,gee,1
2 B R 0 2 B,art,3
2 B R 0 2 B,body's,1
2 B R 0 2 B,righty,1
2 B R 0 2 B,master,1
2 B R 0 2 B,fine,2
2 B R 0 2 B,recommend,1
2 B R 0 2 B,indicated,1
2 B R 0 2 B,figure,2
2 B R 0 2 B,carrying,1
2 B R 0 2 B,dried,1
2 B R 0 2 B,stalks,1
2 B R 0 2 B,burner,1
2 B R 0 2 B,disposal,1
2 B R 0 2 B,mean,1
2 B R 0 2 B,disposing,1
2 B R 0 2 B,clapped,1
2 B R 0 2 B,hands,2
2 B R 0 2 B,mock,1
2 B R 0 2 B,delight,1
2 B R 0 2 B,prove,1
2 B R 0 2 B,course,2
2 B R 0 2 B,sheave,1
2 B R 0 2 B,carrier,1
2 B R 0 2 B,wrong,2
2 B R 0 2 B,hostess,3
2 B R 0 2 B,snipper,1
2 B R 0 2 B,pruner,1
2 B R 0 2 B,line,1
2 B R 0 2 B,pointed,1
2 B R 0 2 B,sawing,2
2 B R 0 2 B,dead,2
2 B R 0 2 B,branch,1
2 B R 0 2 B,apple,1
2 B R 0 2 B,tree,1
2 B R 0 2 B,gosh,1
2 B R 0 2 B,blushed,1
2 B R 0 2 B,humble,1
2 B R 0 2 B,puts,1
2 B R 0 2 B,upsets,1
2 B R 0 2 B,gravy,1
2 B R 0 2 B,honor,1
2 B R 0 2 B,admire,3
2 B R 0 2 B,doesn't,2
2 B R 0 2 B,worshiping,1
2 B R 0 2 B,tanned,1
2 B R 0 2 B,haired,1
2 B R 0 2 B,omnipotent,1
2 B R 0 2 B,zeus,1
2 B R 0 2 B,responsible,1
2 B R 0 2 B,setting,1
2 B R 0 2 B,limb,1
2 B R 0 2 B,strikes,1
2 B R 0 2 B,appropriate,1
2 B R 0 2 B,kind,1
2 B R 0 2 B,demure,1
2 B R 0 2 B,comfortable,1
2 B R 0 2 B,killed,1
2 B R 0 2 B,posing,1
2 B R 0 2 B,waitingroom,1
2 B R 0 2 B,bounded,1
2 B R 0 2 B,seven,1
2 B R 0 2 B,feet,1
2 B R 0 2 B,tall,1
2 B R 0 2 B,boomed,1
2 B R 0 2 B,importance,1
2 B R 0 2 B,accomplishments,1
2 B R 0 2 B,joy,1
2 B R 0 2 B,living,1
2 B R 0 2 B,joke,1
2 B R 0 2 B,doing,1
2 B R 0 2 B,leave,1
2 B R 0 2 B,shyly,1
2 B R 0 2 B,heartily,1
2 B R 0 2 B,honored,2
2 B R 0 2 B,wonderful,1
2 B R 0 2 B,possible,3
2 B R 0 2 B,saluted,1
2 B R 0 2 B,door,1
2 B R 0 2 B,led,1
2 B R 0 2 B,delivery,1
2 B R 0 2 B,rooms,1
2 B R 0 2 B,guess,1
2 B R 0 2 B,exclaiming,1
2 B R 0 2 B,legal,1
2 B R 0 2 B,implications,1
2 B R 0 2 B,law,2
2 B R 0 2 B,newborn,1
2 B R 0 2 B,child,3
2 B R 0 2 B,survive,1
2 B R 0 2 B,unless,2
2 B R 0 2 B,parents,2
2 B R 0 2 B,volunteer,1
2 B R 0 2 B,heard,2
2 B R 0 2 B,trying,1
2 B R 0 2 B,scrape,1
2 B R 0 2 B,appointments,1
2 B R 0 2 B,singles,1
2 B R 0 2 B,today,1
2 B R 0 2 B,somebody,1
2 B R 0 2 B,sitting,1
2 B R 0 2 B,red,1
2 B R 0 2 B,eyed,1
2 B R 0 2 B,frowzy,1
2 B R 0 2 B,raised,1
2 B R 0 2 B,spot,2
2 B R 0 2 B,wall,2
2 B R 0 2 B,hoarsely,1
2 B R 0 2 B,wretched,1
2 B R 0 2 B,chuckle,1
2 B R 0 2 B,present,1
2 B R 0 2 B,phoned,1
2 B R 0 2 B,way,1
2 B R 0 2 B,hooray,1
2 B R 0 2 B,emptily,1
2 B R 0 2 B,sound,1
2 B R 0 2 B,symbolize,1
2 B R 0 2 B,care,1
2 B R 0 2 B,free,1
2 B R 0 2 B,simplicity,1
2 B R 0 2 B,pick,1
2 B R 0 2 B,deliver,1
2 B R 0 2 B,maternal,1
2 B R 0 2 B,grandfather,2
2 B R 0 2 B,receipt,1
2 B R 0 2 B,severe,1
2 B R 0 2 B,towered,1
2 B R 0 2 B,believe,1
2 B R 0 2 B,control,3
2 B R 0 2 B,keen,1
2 B R 0 2 B,tautly,1
2 B R 0 2 B,earth,1
2 B R 0 2 B,billion,4
2 B R 0 2 B,eighty,1
2 B R 0 2 B,drupelet,2
2 B R 0 2 B,nope,1
2 B R 0 2 B,sulkily,1
2 B R 0 2 B,knobs,1
2 B R 0 2 B,pulpy,1
2 B R 0 2 B,grains,1
2 B R 0 2 B,blackberry,2
2 B R 0 2 B,human,2
2 B R 0 2 B,beings,1
2 B R 0 2 B,packed,1
2 B R 0 2 B,surface,1
2 B R 0 2 B,drupelets,1
2 B R 0 2 B,continued,1
2 B R 0 2 B,stare,1
2 B R 0 2 B,year,1
2 B R 0 2 B,scientists,1
2 B R 0 2 B,stepped,1
2 B R 0 2 B,laid,1
2 B R 0 2 B,drinking,1
2 B R 0 2 B,eat,1
2 B R 0 2 B,sea,1
2 B R 0 2 B,weed,1
2 B R 0 2 B,insisted,1
2 B R 0 2 B,reproduce,1
2 B R 0 2 B,jackrabbits,1
2 B R 0 2 B,forever,2
2 B R 0 2 B,kids,1
2 B R 0 2 B,quietly,1
2 B R 0 2 B,nobody's,1
2 B R 0 2 B,taking,1
2 B R 0 2 B,close,1
2 B R 0 2 B,relative,1
2 B R 0 2 B,gently,1
2 B R 0 2 B,sympathetically,1
2 B R 0 2 B,wish,2
2 B R 0 2 B,gives,1
2 B R 0 2 B,impression,1
2 B R 0 2 B,absolutely,1
2 B R 0 2 B,forgive,1
2 B R 0 2 B,corrected,1
2 B R 0 2 B,official,1
2 B R 0 2 B,title,2
2 B R 0 2 B,used,1
2 B R 0 2 B,conversation,1
2 B R 0 2 B,ethical,1
2 B R 0 2 B,suicide,1
2 B R 0 2 B,studios,1
2 B R 0 2 B,sounds,1
2 B R 0 2 B,whichever,1
2 B R 0 2 B,roomy,1
2 B R 0 2 B,rich,1
2 B R 0 2 B,thanks,5
2 B R 0 2 B,shook,1
2 B R 0 2 B,centuries,2
2 B R 0 2 B,ago,1
2 B R 0 2 B,hell,1
2 B R 0 2 B,peace,1
2 B R 0 2 B,plenty,1
2 B R 0 2 B,stretch,1
2 B R 0 2 B,far,1
2 B R 0 2 B,imagination,1
2 B R 0 2 B,cares,1
2 B R 0 2 B,travel,1
2 B R 0 2 B,smiled,1
2 B R 0 2 B,luminously,1
2 B R 0 2 B,faded,1
2 B R 0 2 B,saw,2
2 B R 0 2 B,drawn,1
2 B R 0 2 B,revolver,1
2 B R 0 2 B,shot,3
2 B R 0 2 B,great,1
2 B R 0 2 B,big,1
2 B R 0 2 B,making,1
2 B R 0 2 B,running,1
2 B R 0 2 B,seemingly,1
2 B R 0 2 B,shots,1
2 B R 0 2 B,reflectively,1
2 B R 0 2 B,sorry,1
2 B R 0 2 B,scene,1
2 B R 0 2 B,pondered,1
2 B R 0 2 B,mournful,1
2 B R 0 2 B,puzzle,1
2 B R 0 2 B,demanding,2
2 B R 0 2 B,fruitful,1
2 B R 0 2 B,multiply,1
2 B R 0 2 B,long,1
2 B R 0 2 B,small,1
2 B R 0 2 B,answers,1
2 B R 0 2 B,grim,1
2 B R 0 2 B,grimmer,1
2 B R 0 2 B,surely,1
2 B R 0 2 B,war,1
2 B R 0 2 B,plague,1
2 B R 0 2 B,starvation,1
2 B R 0 2 B,knew,1
2 B R 0 2 B,paint,1
2 B R 0 2 B,paintbrush,1
2 B R 0 2 B,fall,1
2 B R 0 2 B,decided,1
2 B R 0 2 B,slowly,1
2 B R 0 2 B,ladder,1
2 B R 0 2 B,wehling's,1
2 B R 0 2 B,pistol,1
2 B R 0 2 B,intending,1
2 B R 0 2 B,shoot,1
2 B R 0 2 B,nerve,1
2 B R 0 2 B,booth,1
2 B R 0 2 B,corner,1
2 B R 0 2 B,dialed,1
2 B R 0 2 B,remembered,1
2 B R 0 2 B,warm,1
2 B R 0 2 B,voice,1
2 B R 0 2 B,soon,1
2 B R 0 2 B,appointment,1
2 B R 0 2 B,speaking,1
2 B R 0 2 B,carefully,1
2 B R 0 2 B,probably,1
2 B R 0 2 B,fit,2
2 B R 0 2 B,late,1
2 B R 0 2 B,afternoon,1
2 B R 0 2 B,sir,2
2 B R 0 2 B,earlier,1
2 B R 0 2 B,cancellation,1
2 B R 0 2 B,spelling,1
2 B R 0 2 B,thank,1
2 B R 0 2 B,city,1
2 B R 0 2 B,country,1
2 B R 0 2 B,deepest,1
2 B R 0 2 B,future,1
2 B R 0 2 B,generations,1
